time_limit;default;radius;in_range;osm_id;random
0.0;0;0;0;0;0
168.2659267588744;0;0;0;0;0
336.5318535177488;0;0;0;0;0
504.7977802766232;0;0;0;0;0
673.0637070354976;1;0;0;0;1
841.3296337943721;2;0;0;0;2
1009.5955605532464;3;0;0;0;3
1177.8614873121207;4;0;0;0;4
1346.1274140709952;5;0;0;0;5
1514.3933408298697;6;0;0;0;5
1682.6592675887441;7;0;0;0;5
1850.9251943476183;8;0;0;0;5
2019.1911211064928;9;0;0;0;5
2187.4570478653673;10;0;0;0;6
2355.7229746242415;11;0;0;0;6
2523.988901383116;12;0;0;0;6
2692.2548281419904;13;0;0;0;6
2860.5207549008646;14;0;0;0;6
3028.7866816597393;15;0;0;0;6
3197.0526084186135;16;0;0;0;6
3365.3185351774882;17;0;0;0;6
3533.5844619363625;18;0;0;0;6
3701.8503886952367;19;0;0;0;6
3870.1163154541114;20;0;0;0;6
4038.3822422129856;21;0;0;0;6
4206.64816897186;22;0;0;0;6
4374.9140957307345;23;0;0;0;6
4543.180022489609;24;0;0;0;6
4711.445949248483;25;0;0;0;6
4879.711876007357;26;0;0;0;6
5047.977802766232;27;0;0;0;6
5216.243729525107;28;0;0;0;6
5384.509656283981;29;0;0;0;6
5552.775583042855;30;0;0;0;6
5721.041509801729;31;0;0;0;6
5889.307436560604;32;0;0;0;6
6057.573363319479;33;0;0;0;6
6225.839290078353;34;0;0;0;6
6394.105216837227;35;0;0;0;6
6562.371143596101;36;0;0;0;6
6730.6370703549765;37;0;0;0;6
6898.902997113851;38;0;0;0;6
7067.168923872725;39;0;0;0;6
7235.434850631599;40;0;0;0;6
7403.700777390473;41;0;0;0;6
7571.966704149348;42;0;0;0;6
7740.232630908223;43;0;0;0;6
7908.498557667097;44;0;0;0;6
8076.764484425971;45;0;0;0;6
8245.030411184845;46;0;0;0;6
8413.29633794372;47;0;0;0;6
8581.562264702594;48;0;0;0;6
8749.828191461469;49;0;0;0;6
8918.094118220342;50;0;0;0;6
9086.360044979217;51;0;0;0;6
9254.625971738093;52;0;0;0;7
9422.891898496966;53;0;0;0;8
9591.157825255841;54;0;0;0;9
9759.423752014714;55;0;0;0;10
9927.68967877359;56;0;0;0;10
10095.955605532465;57;0;0;0;10
10264.221532291338;58;0;0;0;10
10432.487459050213;59;0;0;0;10
10600.753385809086;60;0;0;0;10
10769.019312567962;61;0;0;0;10
10937.285239326837;62;0;0;0;10
11105.55116608571;63;0;0;0;10
11273.817092844585;64;0;0;0;10
11442.083019603459;65;0;0;0;10
11610.348946362334;66;0;0;0;10
11778.614873121209;67;0;0;0;10
11946.880799880082;68;0;0;0;10
12115.146726638957;69;0;0;0;10
12283.41265339783;70;0;0;0;10
12451.678580156706;71;0;0;0;10
12619.94450691558;72;0;0;0;10
12788.210433674454;73;0;0;1;10
12956.47636043333;74;0;0;2;10
13124.742287192203;75;0;0;3;10
13293.008213951078;76;0;0;4;10
13461.274140709953;77;0;0;5;10
13629.540067468826;78;0;0;6;10
13797.805994227701;79;0;0;7;10
13966.071920986575;80;0;0;8;10
14134.33784774545;81;0;0;9;10
14302.603774504323;82;0;0;10;10
14470.869701263198;83;0;0;11;10
14639.135628022073;84;0;0;12;10
14807.401554780947;85;0;0;13;10
14975.667481539822;86;0;0;14;10
15143.933408298695;87;0;0;15;10
15312.19933505757;87;0;0;16;10
15480.465261816445;87;0;0;17;10
15648.731188575319;87;0;0;18;11
15816.997115334194;87;0;0;19;12
15985.263042093067;87;0;0;20;13
16153.528968851942;87;0;0;21;14
16321.794895610818;87;0;0;22;15
16490.06082236969;87;0;0;23;16
16658.326749128566;87;0;0;24;17
16826.59267588744;87;0;0;25;18
