time_limit;default;radius;in_range;osm_id;random
0.0;0;0;0;0;0
168.2659267588744;0;0;0;0;0
336.5318535177488;0;0;0;0;0
504.7977802766232;0;1;1;1;0
673.0637070354976;0;2;2;2;0
841.3296337943721;0;3;3;3;0
1009.5955605532464;0;4;4;4;0
1177.8614873121207;0;5;5;4;0
1346.1274140709952;0;6;5;4;0
1514.3933408298697;0;7;5;4;0
1682.6592675887441;0;8;5;4;0
1850.9251943476183;0;9;5;4;0
2019.1911211064928;0;10;5;4;0
2187.4570478653673;0;11;5;4;0
2355.7229746242415;0;12;5;4;0
2523.988901383116;0;13;5;4;0
2692.2548281419904;0;14;5;4;0
2860.5207549008646;0;15;5;4;0
3028.7866816597393;0;16;5;4;0
3197.0526084186135;0;17;5;4;0
3365.3185351774882;0;18;5;4;0
3533.5844619363625;0;19;5;4;0
3701.8503886952367;0;20;5;4;0
3870.1163154541114;0;21;5;4;0
4038.3822422129856;0;22;5;4;0
4206.64816897186;0;23;5;4;0
4374.9140957307345;0;24;5;4;0
4543.180022489609;0;25;5;4;0
4711.445949248483;0;26;5;4;0
4879.711876007357;0;27;5;4;0
5047.977802766232;0;28;5;4;0
5216.243729525107;0;29;5;4;0
5384.509656283981;0;30;5;4;0
5552.775583042855;0;31;5;4;0
5721.041509801729;0;32;5;4;0
5889.307436560604;0;33;5;4;0
6057.573363319479;0;34;5;4;0
6225.839290078353;0;34;6;4;0
6394.105216837227;0;34;7;4;0
6562.371143596101;0;34;8;4;0
6730.6370703549765;0;34;9;4;0
6898.902997113851;0;34;10;4;0
7067.168923872725;0;34;11;4;0
7235.434850631599;0;34;12;4;0
7403.700777390473;0;35;12;4;0
7571.966704149348;0;36;12;4;0
7740.232630908223;0;37;12;4;0
7908.498557667097;0;37;13;4;0
8076.764484425971;0;37;14;4;0
8245.030411184845;0;37;15;4;0
8413.29633794372;0;37;16;4;0
8581.562264702594;0;37;17;4;0
8749.828191461469;0;37;18;4;0
8918.094118220342;0;37;19;4;0
9086.360044979217;0;37;20;4;0
9254.625971738093;0;37;21;4;0
9422.891898496966;0;37;22;4;0
9591.157825255841;0;37;23;4;0
9759.423752014714;0;37;24;4;0
9927.68967877359;0;37;25;4;0
10095.955605532465;0;37;26;4;0
10264.221532291338;0;37;27;4;0
10432.487459050213;0;37;28;4;0
10600.753385809086;0;37;29;4;0
10769.019312567962;1;37;29;4;0
10937.285239326837;2;37;29;4;0
11105.55116608571;3;37;29;4;0
11273.817092844585;4;37;29;4;0
11442.083019603459;5;37;29;4;0
11610.348946362334;5;37;30;4;0
11778.614873121209;5;37;31;4;0
11946.880799880082;5;37;32;4;0
12115.146726638957;5;37;33;4;0
12283.41265339783;5;37;34;4;0
12451.678580156706;5;37;35;4;0
12619.94450691558;5;37;36;4;0
12788.210433674454;5;37;37;4;0
12956.47636043333;5;37;38;4;0
13124.742287192203;5;37;39;4;0
13293.008213951078;5;37;40;4;0
13461.274140709953;5;37;41;4;0
13629.540067468826;5;37;42;4;0
13797.805994227701;5;37;43;4;0
13966.071920986575;5;37;44;4;0
14134.33784774545;5;37;45;4;0
14302.603774504323;5;37;46;4;0
14470.869701263198;5;37;47;4;0
14639.135628022073;5;37;48;4;0
14807.401554780947;5;37;49;4;0
14975.667481539822;5;37;49;5;0
15143.933408298695;5;37;49;6;0
15312.19933505757;5;37;49;7;0
15480.465261816445;5;37;49;8;0
15648.731188575319;5;37;49;9;0
15816.997115334194;5;37;49;10;0
15985.263042093067;5;37;49;11;0
16153.528968851942;5;37;49;12;0
16321.794895610818;5;37;49;13;0
16490.06082236969;5;37;49;14;0
16658.326749128566;5;37;49;15;0
16826.59267588744;5;37;49;16;0
